tier,days_running_real,is_active_real,page_name_real,creative_type,full_ad_copy,headline,cta,link_description,landing_page,start_date_real,end_date_real,publisher_real,num_variations,page_likes,preview_image_url,ad_library_url,ad_transcribation,ad_visual_notes
TIER_1_ACTIVE,12,TRUE,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-04-05 07:00:00,2026-04-17 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529885.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/663298994_1559046325191028_8647370615622846112_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=iYOWoFS1qWYQ7kNvwGSiPTw&_nc_oc=Adoy-T8Y7NNKFJychQSI_5VtB9QZ2fKoGc8BTOJWZY0wkdQUg9qWYHjhcn99bAmC6OE&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=5OE0k1nIztij7MtZpwaxag&_nc_ss=7a389&oh=00_Af2gU5IxPmT8a0qeWcW7DHDv3HCZG-GWq5jsIrOXusoY4g&oe=69E88A33,https://www.facebook.com/ads/library/?id=916562311151208,"[00:00:00.03] - Speaker 1
Why is nobody talking about what this woman just said?

[00:00:03.16] - Speaker 2
Most people are going to enter 2026 asking AI random questions like it's Google. Here's a smarter way to start. Watch this.

[00:00:10.04] - Speaker 1
Stop. Please stop using ChatGPT and Canva like children's toy. AI will create more millionaires in 5 years than the internet did in 20. Do this 15 minutes a day and by next month you won't recognize yourself. So I'm 42 and I just learned a skill that's more valuable than my college degree. One habit changed everything. I didn't work 80-hour weeks or get a new degree. Instead, I swapped social media for a 10-minute AI routine. My boss even thought I worked all weekend. What if I've never used AI before? Perfect. We're starting the 28-Day AI Challenge built for beginners over 40. A 10-minute AI habit after work saves your time, restores your energy, and removes your work stress. So when does the challenge start showing results? Week 1, you're unstoppable. Week 2, you're ahead of almost everyone you know. By day 28, your full AI roadmap is ready. Tap the link and start tomorrow.
","Simple overflow on the someones twitter's post, and the man is saying as being cutted, and he's positioned on left side, very passionate and easy to hear him, So the following tweets are different like authority opinions explaining how to use ai in 2026, then following to the podcast style narrative, they say that 15 min is enough to learn all AI TOOLS, saying by the next month you won't reognize yourself, and then goes to teach, simple ai video + static design combined, as zimran's recognizible template ai tool list with their's explanation, then visual is as podcast and explanation of this tools. "
TIER_1_ACTIVE,12,TRUE,Coursiv AI Mastery,video,Devenez maître des outils d’IA avec Coursiv 🚀,Commencez maintenant,LEARN_MORE,,https://coursiv.io/fr/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,26638.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/660050973_967589065969601_951138153459554012_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=_S1b9lK8pUUQ7kNvwEtv_8F&_nc_oc=Adp6uXoUADV80dE2eohlUeekuh0he2AqeC2-hquoBZD7kUwxqLvl33SmMKLTkR33Mgk&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=E0h5GM_U5monZyegfy8toQ&_nc_ss=7a389&oh=00_Af3vAKG_Eu5MP_IxF1qVzdYIjM5ekLxFc2wcsEI2SbPTfQ&oe=69E874C0,https://www.facebook.com/ads/library/?id=923725837300275,"[00:00:00.00] - Orateur 1
Je veux dire, l'IA peut maintenant construire une application entière en une minute, alors que la seule IA que la plupart des personnes de plus de 40 ans connaissent est ChatGPT. Combien de temps avant que je vois des résultats avec l'II challenge ? En une semaine, tu te sentiras inarrêtable. En deux semaines, tu en sauras plus que 90% des personnes de ton âge. En un mois, tu auras toute ta stratégie en IA.

[00:00:20.07] - Orateur 2
On est en 2025. L'ia peut créer un site web pro en quelques minutes. Et toi, tu lui demandes encore comment rédiger un email ? Sérieusement, tu as devant toi l'un des outils les plus puissants jamais inventés et tu l'utilises à peine. Demain, on démarre le challenge IA de 28 jours pour les débutants de plus de 40 ans. Juste 15 minutes par jour pour progresser. Dans une semaine, tu te sentiras invincible. Dans deux semaines, tu auras ta stratégie. Dans un mois, tu regretteras de ne pas avoir commencé plus tôt. Appuie sur l'écran pour nous rejoindre.

","Authority giving dialogue of two people in costume as a business podcast, in french language, then silenced asmr voice with recognizible zimran's template like icons with ai tools and some cartoon, with cta as in transcribtion "
TIER_1_ACTIVE,12,TRUE,Coursiv AI Mastery,video,Devenez maître des outils d’IA avec Coursiv 🚀,Commencez maintenant,LEARN_MORE,,https://coursiv.io/fr/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,26638.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/661576518_976242641588661_6910711402892353441_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=TZ-awCPYe0EQ7kNvwHfTQrY&_nc_oc=AdrUuvMzXE0E8hxKJ49EJXHdmTcw01v3CZ7IGGgYxecZd2QzpS_mdHW4Pc_0jOrSTQE&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=ZovPIAAgi9Y0K3fzYTdEnA&_nc_ss=7a389&oh=00_Af0GPU59kES-F2A5Jb95wttdv6ul4gUEXzIhBo-1IQBZDg&oe=69E86661,https://www.facebook.com/ads/library/?id=4441833266140567,"[00:00:00.22] - Orateur 2
Chatgpt reçoit 123 millions de visites par jour et la plupart des gens l'utilisent encore comme un jouet. Voici comment l'utiliser intelligemment.

[00:00:08.19] - Orateur 1
Soyons honnêtes, la plupart des plus de 40 ans utilisent ChatGPT comme Google. Copier, coller, poser une question basique et passer à autre chose. Ce n'est pas comme ça que les gens intelligents utilisent l'IA. Demain, on commence le défi IA de 28 jours pour débutant de plus de 40 ans. Juste 15 minutes par jour pour changer sentirez inarrêtable. En deux semaines, vous aurez votre stratégie. En un mois, vous vous demanderez pourquoi vous n'avez pas commencé plus tôt. Touchez l'écran pour nous rejoindre.

","ordinary two people real video of (possibly zimran's workers) standing as a hood, with text upfront not covering those people,  then person standing video, with ai voice with recognizible zimran's template like icons with ai tools and some cartoon, with cta as in transcribtion, in french language. ordinary text, white color, and shadows, seen "
TIER_1_ACTIVE,12,TRUE,Coursiv AI Mastery,video,Devenez maître des outils d’IA avec Coursiv 🚀,Commencez maintenant,LEARN_MORE,,https://coursiv.io/fr/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,26638.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/660312431_948205054467181_1826830452707578778_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=_3-5y-7vSQoQ7kNvwHf6XdG&_nc_oc=AdoqP1BgA9YZmkdTr-WP4x6XP6g3pSNPYO9lEO6C1mNf_bn6Fjau5ByQPOW1viiVvu8&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=8ZAsA7ocU4gxQwN4tjk5yw&_nc_ss=7a389&oh=00_Af2WsVSvjW7XB8fuS1DIvh8_3ZGQycrSRn1RaVwuHy7zbg&oe=69E86FD7,https://www.facebook.com/ads/library/?id=1435824404675708,,
TIER_1_ACTIVE,12,TRUE,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529898.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/661813437_905273142377560_6179303891049812630_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=GKlWlFNxcVsQ7kNvwFcnpSd&_nc_oc=AdrgbTJy83f76aN8Z100beXr8I67HPWFhvuR3Shrq-Xujiy8xETitZHWUy9Iz2tMUuk&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=zmvmZzPIG4A7L_P8p0oTOQ&_nc_ss=7a389&oh=00_Af3Xxs5k0MnN_n5i8IDQkxlgel6v61wW1cD43zJzHSRt7Q&oe=69E890F8,https://www.facebook.com/ads/library/?id=1656931405308023,,
TIER_1_ACTIVE,12,TRUE,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529896.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/662399800_1521803649368273_81971933968459031_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=0gJ_99ZusmQQ7kNvwEjavT_&_nc_oc=AdpSFD2dNC9nI9JHwEwwDEUsY2QFp807NJE_uYfPMxA_fIVexbo6EKl6D5ULfW9untc&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=XCA1PqW1ml12P3bc6yDpCw&_nc_ss=7a389&oh=00_Af1aKy2fl5f2q5DPpnPwKfzJTWtn1q6fDqmElf4IQaAtkw&oe=69E866E5,https://www.facebook.com/ads/library/?id=2766783057008236,,
TIER_1_ACTIVE,12,TRUE,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529897.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/662833296_4457842107870739_8211282828809263771_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=14u7O1vuO8UQ7kNvwGq8mNq&_nc_oc=Adq_3J3pfguWU21BIqQvQu4fx-_yPD0oypM8PwBdDxwiIMD2q0eE3xKWmZmcexjixFA&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=Aqh2b3c-KO3icoeO-dUSrQ&_nc_ss=7a389&oh=00_Af1hzAzWsjxDa4c-ZLpUDq-B0vorDgwP03Kd5KSmeU2anA&oe=69E8602C,https://www.facebook.com/ads/library/?id=1464236955404776,,
TIER_1_ACTIVE,12,TRUE,Coursiv,image,¡Inicie su viaje hacia la IA con Coursiv 🚀,¡Empezar ahora!,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/es/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529893.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/663196517_1272888004821384_1887044051818145695_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=RFuZKDyN6XAQ7kNvwH4S8kg&_nc_oc=AdoLvadyjD0yLTiXq5HMclDvPUJpObh7wH3xVC4QXjOZCFk_Yl5YaSWyXFUZRhv-ygY&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=CHlecsSKuEbmET8e2tJVzQ&_nc_ss=7a389&oh=00_Af0Ku1vmZdIPBy37qBOc-f8v1xpZAqZjgqwZ2ZNsWlaQvQ&oe=69E88386,https://www.facebook.com/ads/library/?id=798778733310102,,
TIER_1_ACTIVE,12,TRUE,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529893.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/663249537_976874331446845_337597705180945998_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=SSasZpg4AgoQ7kNvwGJi3OL&_nc_oc=AdqRubDCU4pf-5zs7aF9CexjhvqGxZVMB7p4drblaCOFcOf6fudX1w3hKPzw_4KeXmw&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=yc98JNTcKzGbbecDd5lDkg&_nc_ss=7a389&oh=00_Af2OckYbDHdwRHKs4bEwHYBVdVk1VWblS8Yk40RENr8p0A&oe=69E865F2,https://www.facebook.com/ads/library/?id=1692814941701125,,
TIER_1_ACTIVE,12,TRUE,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529908.0,https://scontent.feoh14-1.fna.fbcdn.net/v/t39.35426-6/663249537_976874331446845_337597705180945998_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=SSasZpg4AgoQ7kNvwEt5aG3&_nc_oc=AdqJRlaUVWayNcLMy8JTFQqjEELLzv2ec_Euid6x1HSEpoY685A8RTtKkLC4Z1RmaJ8&_nc_zt=14&_nc_ht=scontent.feoh14-1.fna&_nc_gid=kPic-VJVEezfWz1fHsnJVw&_nc_ss=7a389&oh=00_Af3fvd2hfHsanmir2YIiCrQgADVIxCTw5TtX5JB_PkXqZg&oe=69E865F2,https://www.facebook.com/ads/library/?id=1314061943949647,,
