tier,days_running_real,is_active_real,page_name_real,creative_type,full_ad_copy,headline,cta,link_description,landing_page,start_date_real,end_date_real,publisher_real,num_variations,page_likes,preview_image_url,ad_library_url
TIER_2_PROVEN,119,False,Coursiv: No-Code AI,video,Kick-start your AI No-Code journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/v4,2025-03-01 08:00:00,2025-06-29 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER""]",1,26638.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/480768007_2139442129836146_7892559410585004943_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Co04jkA2iEIQ7kNvwETl7lw&_nc_oc=Adrt_dQvZcjBGj0IHP5pwabjf1oA2GrBU_2VWQFpRx-ZgWU6uM3303Gbv1y5fq8M6Oo&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=xTPtbsvvd9-U26iJU13t7g&_nc_ss=7a389&oh=00_Af2BzJxJOeFWOYcJ32_7Uw4HErzxX_TOgEB8nmzo-DTtcg&oe=69E85DB5,https://www.facebook.com/ads/library/?id=1881511519340470
TIER_2_PROVEN,119,False,Coursiv: No-Code AI,video,Kick-start your AI No-Code journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/v4,2025-03-01 08:00:00,2025-06-29 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER""]",1,26638.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/481272741_1147423890462763_2028350938093127008_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Y3GedW8y1PIQ7kNvwGVOwVJ&_nc_oc=Adqy7xsHfrQfVtO02GIl4IT4VYyHHoc2WMF7v8UgB8lihJCCs1LRcv3uZQVLGsSCJkY&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=iBUdbvFkonFrb-LOVGJZZA&_nc_ss=7a389&oh=00_Af2b0dJF0tf8F5PcimNFnD3BR5ZkGbOqOhKsFYtIro501Q&oe=69E888F2,https://www.facebook.com/ads/library/?id=1153411852829982
TIER_2_PROVEN,91,False,Coursiv,video,Stop guessing. Start selling. Let AI create your next winning ad 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2025-05-04 07:00:00,2025-08-03 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER""]",1,529913.0,https://scontent.feoh14-1.fna.fbcdn.net/v/t39.35426-6/495162798_9752757838113346_4458713977971641884_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=3gkApEjDkuEQ7kNvwHnI5bQ&_nc_oc=AdqbvZXhaac8oAlvjC2k8et15r_wFtBqs00riB0sMKsvAZJWbl2rTvlgRP-gMQItGfg&_nc_zt=14&_nc_ht=scontent.feoh14-1.fna&_nc_gid=IxguO1duS0Ib_ypn3AC_dg&_nc_ss=7a389&oh=00_Af1GWOjIc0JV59NqQ46nWepFqwozEUF7XWxO6U9hRgsVEA&oe=69E8793C,https://www.facebook.com/ads/library/?id=1024008499279287
TIER_2_PROVEN,90,False,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-01-04 08:00:00,2026-04-05 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529912.0,https://scontent.feoh8-1.fna.fbcdn.net/v/t39.35426-6/608531391_1254080673200657_4205288398982194882_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=o_BrsckDB4sQ7kNvwEhv2Th&_nc_oc=AdpMj2cFr1jWEMvQegiqSqVgahf47YH-XBRMV9KF01w2Pcv_4Xi-qT5edlyq9QQ1Yzs&_nc_zt=14&_nc_ht=scontent.feoh8-1.fna&_nc_gid=Q2viH5-eQJmiqKJjZ3b5pg&_nc_ss=7a389&oh=00_Af3ArJS5-NRbJhwz5w2MQwbsa1wYwifhp00yUB-gxo_xEw&oe=69E87664,https://www.facebook.com/ads/library/?id=893907423094429
TIER_2_PROVEN,89,False,Coursiv,video,Stop guessing. Start selling. Let AI create your next winning ad 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2025-05-07 07:00:00,2025-08-04 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER""]",1,529900.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/495650170_1212461240663279_567059909904018585_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=_Ep5Kba8kxcQ7kNvwGMn_OX&_nc_oc=AdqICtW1KF4w9PJ4c33FDoO6I4tKVGMR38BDgupuhIryys96cisi0C-YkLKnMAizwoI&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=9qmxPTK8_c0RUcA8cK44Aw&_nc_ss=7a389&oh=00_Af1i2K4IYQBd8yrt6gG_7JmY2ANxy381H7IW-KLwiO4F-Q&oe=69E8734C,https://www.facebook.com/ads/library/?id=608126335612336
TIER_2_PROVEN,88,False,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-01-04 08:00:00,2026-04-03 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529884.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/611287657_4048871382091748_7643127480691958618_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=HIYCNQtHhTsQ7kNvwHA3k4a&_nc_oc=AdpRPsqX1LytlnAMu12y7JuOERYmnDalm7ALKHv-a_PaPq81aynv6CXEpEk4pZGDMuk&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=z6bP2W6xdmYcUlZ8y4pTIg&_nc_ss=7a389&oh=00_Af0ASnz__p00M5z9fK8g6M8PF6JYr4sVTcG7WHGJ9eiRYQ&oe=69E873F0,https://www.facebook.com/ads/library/?id=1913026382921236
TIER_2_PROVEN,88,False,Coursiv,video,Stop guessing. Start selling. Let AI create your next winning ad 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2025-05-07 07:00:00,2025-08-03 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER""]",1,529893.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/495009711_1619649628747753_6636479130397646530_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=60U9z7r7VNwQ7kNvwE5vl8l&_nc_oc=AdoiUwGBnCA7xwdacqIRNnK3KmvJDOIrblswp0uJIquLLP-xqg8xuLAxaoiVLbDC-ts&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=YIERPhI0d4-MOO-3UQcPiw&_nc_ss=7a389&oh=00_Af0ftJgGRZyU0WxqPc0ouKwaDg7T4Ysu95kh40NP0DX64Q&oe=69E87CDA,https://www.facebook.com/ads/library/?id=619238061139248
TIER_2_PROVEN,86,False,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-01-17 08:00:00,2026-04-14 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529884.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/615864461_1183784560573165_1876799618794304250_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=pjZfENNAOSAQ7kNvwGz1lFj&_nc_oc=AdqbljX7k3JQYgFo4mtRIZB7yNpDsB2VKQVPema8BjcM19EH7EgWO3wfoaVSoQM-vI8&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=t6EDzamggzj3OE6zuXiDHA&_nc_ss=7a389&oh=00_Af2gSPvrlz-4BDt1oOlUPz-Id-VynU-Rwnyymsg9DodpxQ&oe=69E8901E,https://www.facebook.com/ads/library/?id=1748688369420895
TIER_2_PROVEN,86,False,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2025-09-06 07:00:00,2025-12-01 08:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529897.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/544560069_480558838486282_4941314767524942302_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=qUciBA_PcTkQ7kNvwHyJzLD&_nc_oc=AdpSHtJ3PZSKZtGEdj5C8dxx47WPGL0nI9V0pMLTKUTfMiEcjpI_z4328gkyzq7B_tE&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=15UVa5SpjH7VvCogyrQLRA&_nc_ss=7a389&oh=00_Af2ARtzVUu4QJ8YIIFU6k5ZJ0QBVw1Va7n0jAE_fDvn4pQ&oe=69E88357,https://www.facebook.com/ads/library/?id=1561239128171971
TIER_2_PROVEN,86,False,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-01-17 08:00:00,2026-04-14 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529885.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/617602054_1366117244817592_5325899275865735603_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=6Gdxyrn_hcEQ7kNvwGfMnZP&_nc_oc=AdpgF4SZbr6b0dDkL5dECnTATKuk9U2WvJ_r5_pV-VQN9M_HSanHjAswROvlCtFmjkY&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=BufKTj1u7w4G1x_vdD1DOQ&_nc_ss=7a389&oh=00_Af0GjGGxSUYUwBU5f3uesOiWYzHdwHk8y1GcCr4OhZF3_g&oe=69E85DB2,https://www.facebook.com/ads/library/?id=1517085652858390
TIER_2_PROVEN,85,False,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2025-09-06 07:00:00,2025-11-30 08:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529886.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/541631483_1529535878059190_3760205928650481387_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Ro_wIz0B-MYQ7kNvwGAo8eo&_nc_oc=AdqSQKd3nnoxMJX2pUWJ_ZKKEvu7LEeKLLl7mCkfiekTpcb3pwDBCk57fvtRW2SUEy4&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=jwmpLcl9WXJ2a-cq6uvx8g&_nc_ss=7a389&oh=00_Af0sUcZjODK6PJKRJnoMVEvmFBEDY6velH5Squl1OINoUg&oe=69E87D86,https://www.facebook.com/ads/library/?id=2195868270891028
TIER_2_PROVEN,84,False,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2025-08-30 07:00:00,2025-11-22 08:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529884.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/540988487_4138710276443382_7267630983784088309_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=TJp8-8g9b3MQ7kNvwGbWLwU&_nc_oc=Adpn0zk_Oil1Uf_AH-73TYjFcR39wPQRtSxXjWiRxyFZRBPj5tXqjCympYHEBSsjSnA&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=z6bP2W6xdmYcUlZ8y4pTIg&_nc_ss=7a389&oh=00_Af10UC5klPWcruykPr-xzRLnCq2lH4Brmxsags53y7FtqQ&oe=69E86C59,https://www.facebook.com/ads/library/?id=1585668779064333
TIER_2_PROVEN,84,False,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-01-04 08:00:00,2026-03-30 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529893.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/608685905_882788480961883_5854782706603722790_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=JJ-_HRHWBmsQ7kNvwHnTC15&_nc_oc=AdoBUSz75sOc2MOeBJstJ3n6nl_JhvfbFowABZycvKDMKmcGJx9CizxPUkIodjYvkOE&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=LfuLdZ4uzAJtt44fGgR5rQ&_nc_ss=7a389&oh=00_Af1qQLkifdFh57Z6zVE3nUu7Y2XIVnWObycQqLbMnIDj1Q&oe=69E88173,https://www.facebook.com/ads/library/?id=1416614573293092
TIER_2_PROVEN,83,False,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/v4,2025-06-21 07:00:00,2025-09-12 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529885.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/510033350_1272020821114582_4326404242546095129_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=pqFf8vdtd0IQ7kNvwFBhOqj&_nc_oc=Adpdgb16X-xv-il-hdMcyb4AIjoiUQEliTa0zaxAzgavfz91lLm076qXvfv496qlxNo&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=2hlTfx2195_2oeVT2I04yw&_nc_ss=7a389&oh=00_Af0S5v5haaGRDT7rSJ2Cjb4dq6zfJUB-otTzz5F4aYSvuA&oe=69E893CD,https://www.facebook.com/ads/library/?id=1453296182359106
TIER_2_PROVEN,82,False,Coursiv,video,Devenez maître des outils d’IA avec Coursiv 🚀,Commencez maintenant,LEARN_MORE,,https://coursiv.io/fr/dynamic,2025-08-02 07:00:00,2025-10-23 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529891.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/526614606_1319599142922434_1003473295158287913_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=9_2xfmkvOtkQ7kNvwE6H3O3&_nc_oc=Ado1Rj_lX7S0eV8aa72LDcsMND01JS7g83ZCoCx0-MSPXqBVC1EzMHIKdehQAATZtWE&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=KnSswtOUuwduRx82AqFXzA&_nc_ss=7a389&oh=00_Af3u3rJi3CHLwqXO_z8GuW0UHHB7qCn9tN_mVRV7EMPtgg&oe=69E87639,https://www.facebook.com/ads/library/?id=484456921428322
TIER_2_PROVEN,82,False,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-01-04 08:00:00,2026-03-28 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529896.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/611570049_1228003319205779_3375804390901010294_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ekI-tMUij-gQ7kNvwF9md7N&_nc_oc=AdozaF072zInxdQ1ZQ-QmtFq3bkP3uryo9v5yLikvKpFuQ5aTSqG5qo1A8AIa2cNOj0&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=XCA1PqW1ml12P3bc6yDpCw&_nc_ss=7a389&oh=00_Af3YO0wVPZdetMbzWxJyUfS0WYrzhp7osB_JgbOJ0JRF-w&oe=69E861A8,https://www.facebook.com/ads/library/?id=777182202061637
