tier,days_running_real,is_active_real,page_name_real,creative_type,full_ad_copy,headline,cta,link_description,landing_page,start_date_real,end_date_real,publisher_real,num_variations,page_likes,preview_image_url,ad_library_url
TIER_1_ACTIVE,12,True,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-04-05 07:00:00,2026-04-17 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529885.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/663298994_1559046325191028_8647370615622846112_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=iYOWoFS1qWYQ7kNvwGSiPTw&_nc_oc=Adoy-T8Y7NNKFJychQSI_5VtB9QZ2fKoGc8BTOJWZY0wkdQUg9qWYHjhcn99bAmC6OE&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=5OE0k1nIztij7MtZpwaxag&_nc_ss=7a389&oh=00_Af2gU5IxPmT8a0qeWcW7DHDv3HCZG-GWq5jsIrOXusoY4g&oe=69E88A33,https://www.facebook.com/ads/library/?id=916562311151208
TIER_1_ACTIVE,12,True,Coursiv AI Mastery,video,Devenez maître des outils d’IA avec Coursiv 🚀,Commencez maintenant,LEARN_MORE,,https://coursiv.io/fr/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,26638.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/660050973_967589065969601_951138153459554012_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=_S1b9lK8pUUQ7kNvwEtv_8F&_nc_oc=Adp6uXoUADV80dE2eohlUeekuh0he2AqeC2-hquoBZD7kUwxqLvl33SmMKLTkR33Mgk&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=E0h5GM_U5monZyegfy8toQ&_nc_ss=7a389&oh=00_Af3vAKG_Eu5MP_IxF1qVzdYIjM5ekLxFc2wcsEI2SbPTfQ&oe=69E874C0,https://www.facebook.com/ads/library/?id=923725837300275
TIER_1_ACTIVE,12,True,Coursiv AI Mastery,video,Devenez maître des outils d’IA avec Coursiv 🚀,Commencez maintenant,LEARN_MORE,,https://coursiv.io/fr/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,26638.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/661576518_976242641588661_6910711402892353441_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=TZ-awCPYe0EQ7kNvwHfTQrY&_nc_oc=AdrUuvMzXE0E8hxKJ49EJXHdmTcw01v3CZ7IGGgYxecZd2QzpS_mdHW4Pc_0jOrSTQE&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=ZovPIAAgi9Y0K3fzYTdEnA&_nc_ss=7a389&oh=00_Af0GPU59kES-F2A5Jb95wttdv6ul4gUEXzIhBo-1IQBZDg&oe=69E86661,https://www.facebook.com/ads/library/?id=4441833266140567
TIER_1_ACTIVE,12,True,Coursiv AI Mastery,video,Devenez maître des outils d’IA avec Coursiv 🚀,Commencez maintenant,LEARN_MORE,,https://coursiv.io/fr/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,26638.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/660312431_948205054467181_1826830452707578778_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=_3-5y-7vSQoQ7kNvwHf6XdG&_nc_oc=AdoqP1BgA9YZmkdTr-WP4x6XP6g3pSNPYO9lEO6C1mNf_bn6Fjau5ByQPOW1viiVvu8&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=8ZAsA7ocU4gxQwN4tjk5yw&_nc_ss=7a389&oh=00_Af2WsVSvjW7XB8fuS1DIvh8_3ZGQycrSRn1RaVwuHy7zbg&oe=69E86FD7,https://www.facebook.com/ads/library/?id=1435824404675708
TIER_1_ACTIVE,12,True,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529898.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/661813437_905273142377560_6179303891049812630_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=GKlWlFNxcVsQ7kNvwFcnpSd&_nc_oc=AdrgbTJy83f76aN8Z100beXr8I67HPWFhvuR3Shrq-Xujiy8xETitZHWUy9Iz2tMUuk&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=zmvmZzPIG4A7L_P8p0oTOQ&_nc_ss=7a389&oh=00_Af3Xxs5k0MnN_n5i8IDQkxlgel6v61wW1cD43zJzHSRt7Q&oe=69E890F8,https://www.facebook.com/ads/library/?id=1656931405308023
TIER_1_ACTIVE,12,True,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529896.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/662399800_1521803649368273_81971933968459031_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=0gJ_99ZusmQQ7kNvwEjavT_&_nc_oc=AdpSFD2dNC9nI9JHwEwwDEUsY2QFp807NJE_uYfPMxA_fIVexbo6EKl6D5ULfW9untc&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=XCA1PqW1ml12P3bc6yDpCw&_nc_ss=7a389&oh=00_Af1aKy2fl5f2q5DPpnPwKfzJTWtn1q6fDqmElf4IQaAtkw&oe=69E866E5,https://www.facebook.com/ads/library/?id=2766783057008236
TIER_1_ACTIVE,12,True,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529897.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/662833296_4457842107870739_8211282828809263771_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=14u7O1vuO8UQ7kNvwGq8mNq&_nc_oc=Adq_3J3pfguWU21BIqQvQu4fx-_yPD0oypM8PwBdDxwiIMD2q0eE3xKWmZmcexjixFA&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=Aqh2b3c-KO3icoeO-dUSrQ&_nc_ss=7a389&oh=00_Af1hzAzWsjxDa4c-ZLpUDq-B0vorDgwP03Kd5KSmeU2anA&oe=69E8602C,https://www.facebook.com/ads/library/?id=1464236955404776
TIER_1_ACTIVE,12,True,Coursiv,image,¡Inicie su viaje hacia la IA con Coursiv 🚀,¡Empezar ahora!,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/es/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529893.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/663196517_1272888004821384_1887044051818145695_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=RFuZKDyN6XAQ7kNvwH4S8kg&_nc_oc=AdoLvadyjD0yLTiXq5HMclDvPUJpObh7wH3xVC4QXjOZCFk_Yl5YaSWyXFUZRhv-ygY&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=CHlecsSKuEbmET8e2tJVzQ&_nc_ss=7a389&oh=00_Af0Ku1vmZdIPBy37qBOc-f8v1xpZAqZjgqwZ2ZNsWlaQvQ&oe=69E88386,https://www.facebook.com/ads/library/?id=798778733310102
TIER_1_ACTIVE,12,True,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529893.0,https://scontent.fbau3-1.fna.fbcdn.net/v/t39.35426-6/663249537_976874331446845_337597705180945998_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=SSasZpg4AgoQ7kNvwGJi3OL&_nc_oc=AdqRubDCU4pf-5zs7aF9CexjhvqGxZVMB7p4drblaCOFcOf6fudX1w3hKPzw_4KeXmw&_nc_zt=14&_nc_ht=scontent.fbau3-1.fna&_nc_gid=yc98JNTcKzGbbecDd5lDkg&_nc_ss=7a389&oh=00_Af2OckYbDHdwRHKs4bEwHYBVdVk1VWblS8Yk40RENr8p0A&oe=69E865F2,https://www.facebook.com/ads/library/?id=1692814941701125
TIER_1_ACTIVE,12,True,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529908.0,https://scontent.feoh14-1.fna.fbcdn.net/v/t39.35426-6/663249537_976874331446845_337597705180945998_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=SSasZpg4AgoQ7kNvwEt5aG3&_nc_oc=AdqJRlaUVWayNcLMy8JTFQqjEELLzv2ec_Euid6x1HSEpoY685A8RTtKkLC4Z1RmaJ8&_nc_zt=14&_nc_ht=scontent.feoh14-1.fna&_nc_gid=kPic-VJVEezfWz1fHsnJVw&_nc_ss=7a389&oh=00_Af3fvd2hfHsanmir2YIiCrQgADVIxCTw5TtX5JB_PkXqZg&oe=69E865F2,https://www.facebook.com/ads/library/?id=1314061943949647
TIER_1_ACTIVE,12,True,Coursiv AI Mastery,video,Devenez maître des outils d’IA avec Coursiv 🚀,Commencez maintenant,LEARN_MORE,,https://coursiv.io/fr/dynamic,2026-04-04 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,26638.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/661069391_778478985089449_4334135323248593682_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=i3gQTrG7NqAQ7kNvwHU8xkQ&_nc_oc=AdoUycdbXH-CjBywO_mUQ0BboKJT3L-GpBUWT6WrIQaQvpsTAhISwFryT2tLLOQyzbA&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=MGR-zETjpu3aW0nJHoA5XA&_nc_ss=7a389&oh=00_Af0wg8B2cBxegRnsZRYWGC1TOINX0DMJq885AwnQl_7VRw&oe=69E88423,https://www.facebook.com/ads/library/?id=1302601715051433
TIER_1_ACTIVE,11,True,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-04-05 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529897.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/667304585_26630396223220845_326049476381996497_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=s5T8VKa2n7MQ7kNvwFE9c3G&_nc_oc=AdpRfn5zfc1jNwv9vo1eBGjLM5cAUc9cJx742lEVicIWPddwTV_ZnWglEA_G1h-wKsQ&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=c2fQRbF0qGoPEvnrTZLSTw&_nc_ss=7a389&oh=00_Af0GmqA9-V6FlLotQqxqrl90FNdVWs02ECMbw6ln_2Xc-A&oe=69E881B6,https://www.facebook.com/ads/library/?id=1455343916128113
TIER_1_ACTIVE,11,True,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-04-05 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529905.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/666461354_1747436573293046_7473042153982700628_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ge1xcrUt7DIQ7kNvwG7yggf&_nc_oc=AdpT87syd99N2-3XLzLVjpj6rxGTpZp3B6MTyJxx46RRhO3D2f0YVxVs3nGVlsRdbQg&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=ae_kG0l5Cii03HBOuvqKJQ&_nc_ss=7a389&oh=00_Af1YTEBs2HdgqQGnaJ4Btp6qZO09Y5VKUZJVlGSkqJwUpA&oe=69E885E6,https://www.facebook.com/ads/library/?id=3127437240798331
TIER_1_ACTIVE,11,True,Coursiv,image,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,Master AI with beginner-friendly courses. Learn ChatGPT and other AI tools for work and practical automation. No tech background needed. Join 800K+ learners.,https://coursiv.io/dynamic,2026-04-05 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529905.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/660541156_824429796730713_2008476833515457552_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=JsYAH4iEmwoQ7kNvwGq34Yd&_nc_oc=AdrtVM01lNk7l0IVItyxiQDm8xlbE1Nr_fQFY8tSj68j5MJCnTdtIaPx6ni6iFTNFJI&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=_XWMnAGEmLWBem8xL1H5gA&_nc_ss=7a389&oh=00_Af3S2yFnO1xcTJTZvSuIQy6rAN-sY6lzr5UDgA_wdy7fbQ&oe=69E883FE,https://www.facebook.com/ads/library/?id=1589669358996019
TIER_1_ACTIVE,11,True,Coursiv,video,Kick-start your AI journey with Coursiv 🚀,Start Now,LEARN_MORE,,https://coursiv.io/dynamic,2026-04-05 07:00:00,2026-04-16 07:00:00,"[""FACEBOOK"", ""INSTAGRAM"", ""AUDIENCE_NETWORK"", ""MESSENGER"", ""THREADS""]",1,529890.0,https://scontent.fbau3-2.fna.fbcdn.net/v/t39.35426-6/666485105_2824255194595462_6614147750918638600_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=DrqgYz3pthgQ7kNvwEcBvpD&_nc_oc=Ado9aMeQGvDOGd_gRV4yvn1k4UOPQt0lwCRu-n_QbVdlaFzVX5JS4JXvS1IHH8rEDaM&_nc_zt=14&_nc_ht=scontent.fbau3-2.fna&_nc_gid=uqkHtwSireqS8-c7NSjRoA&_nc_ss=7a389&oh=00_Af0xQ8GcgjxLbLdmrkHf_dbhNprUZiWRr7gd3jjQQTPouw&oe=69E88F5A,https://www.facebook.com/ads/library/?id=2797164610682502
